,to_rent,price,number_of_rooms,living_area,fully_equipped_kitchen,furnished,open_fire,terrace,area_of_the_terrace,garden,area_of_the_garden,swimming_pool,state_of_the_building,zipcode,type,region,region_be
22776,True,695.0,1.0,68.0,True,False,False,False,0.0,False,0.0,False,bon,9000,Appartement,East Flanders,Region Flanders
22777,True,850.0,3.0,120.0,True,False,False,False,0.0,False,0.0,False,bon,8500,Maisonbel-étage,Walloon Region,Region Walloonie
22778,False,337820.0,2.0,83.0,True,False,False,False,0.0,False,0.0,False,bon,8370,Appartement,Walloon Region,Region Walloonie
22779,False,349000.0,4.0,120.0,True,False,False,True,17.0,False,0.0,False,bon,8434,Maison,Walloon Region,Region Walloonie
22780,True,625.0,2.0,73.0,True,False,False,False,0.0,True,0.0,False,bon,7536,Appartement,Walloon Region,Region Walloonie
22781,False,435000.0,3.0,174.0,True,False,False,True,13.0,True,124.0,False,excellentétat,2520,Maison,Antwerp,Region Flanders
22782,False,165000.0,1.0,57.0,True,False,False,True,6.0,False,0.0,False,bon,9240,Appartement,East Flanders,Region Flanders
22783,False,325000.0,2.0,87.0,True,False,False,True,6.0,False,0.0,False,bon,8370,Appartement,Walloon Region,Region Walloonie
22784,True,1500.0,3.0,180.0,True,False,False,True,10.0,False,0.0,False,fraîchementrénové,9000,Maisondemaître,East Flanders,Region Flanders
22785,False,455000.0,3.0,179.0,True,False,False,True,15.0,True,218.0,False,excellentétat,2520,Maison,Antwerp,Region Flanders
22786,True,725.0,2.0,85.0,True,False,False,True,10.0,True,0.0,False,bon,9600,Appartement,East Flanders,Region Flanders
22787,False,449000.0,3.0,180.0,True,False,True,True,32.0,True,155.0,False,bon,9310,Maison,East Flanders,Region Flanders
22788,False,199000.0,2.0,94.0,False,False,False,False,0.0,True,0.0,False,àrafraîchir,9940,Maison,East Flanders,Region Flanders
22789,True,520.0,1.0,160.50541498310923,False,False,False,True,2.0,False,0.0,False,àrafraîchir,4040,Appartement,Liège,Region Walloonie
22790,True,1200.0,3.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,excellentétat,9280,Maison,East Flanders,Region Flanders
22791,True,750.0,2.0,109.0,True,False,False,True,17.0,False,0.0,False,bon,9150,Appartement,East Flanders,Region Flanders
22792,False,239000.0,1.0,66.0,True,False,False,True,26.0,True,79.0,False,bon,8800,Appartement,Walloon Region,Region Walloonie
22793,False,459000.0,3.0,179.0,True,False,False,True,15.0,True,334.0,False,bon,2520,Maison,Antwerp,Region Flanders
22794,False,355000.0,2.0,92.0,True,False,False,True,10.0,False,0.0,False,fraîchementrénové,8370,Duplex,Walloon Region,Region Walloonie
22795,False,220000.0,1.0,56.0,True,False,False,True,12.0,False,0.0,False,excellentétat,9890,Appartementdeservice,East Flanders,Region Flanders
22796,False,185000.0,3.0,189.0,True,False,False,True,24.0,True,70.0,False,bon,9690,Maison,East Flanders,Region Flanders
22797,False,299000.0,1.0,85.0,True,False,False,True,19.0,True,0.0,False,excellentétat,8530,Appartement,Walloon Region,Region Walloonie
22798,True,795.0,3.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,8530,Appartement,Walloon Region,Region Walloonie
22799,False,432500.0,3.0,185.0,True,False,False,True,17.0,False,0.0,False,excellentétat,9040,Maison,East Flanders,Region Flanders
22800,False,550000.0,2.0,142.0,True,False,False,True,15.0,False,0.0,False,excellentétat,8370,Appartement,Walloon Region,Region Walloonie
22801,False,220000.0,1.0,56.0,True,False,False,True,12.0,False,0.0,False,excellentétat,9890,Appartementdeservice,East Flanders,Region Flanders
22802,False,188000.0,3.0,125.0,True,False,False,False,0.0,True,70.0,False,bon,9260,Maison,East Flanders,Region Flanders
22803,False,199000.0,3.0,148.0,True,False,False,False,0.0,False,0.0,False,bon,9400,Maison,East Flanders,Region Flanders
22804,False,369000.0,3.0,151.0,True,False,False,True,24.0,True,50.0,False,excellentétat,8470,Maison,Walloon Region,Region Walloonie
22805,True,710.0,2.0,89.0,True,False,False,True,25.0,False,0.0,False,bon,7700,Maison,Walloon Region,Region Walloonie
22806,True,950.0,2.0,120.0,True,False,False,True,17.0,False,0.0,False,bon,2610,Appartement,Antwerp,Region Flanders
22807,True,775.0,2.0,77.0,True,False,False,False,0.0,False,0.0,False,bon,9840,Appartement,East Flanders,Region Flanders
22808,False,99500.0,2.0,90.0,False,False,False,False,0.0,False,0.0,False,àrénover,8930,Maison,Walloon Region,Region Walloonie
22809,False,220000.0,1.0,56.0,True,False,False,True,12.0,False,0.0,False,excellentétat,9890,Appartementdeservice,East Flanders,Region Flanders
22810,False,315000.0,2.0,94.0,True,False,False,True,25.0,False,0.0,False,excellentétat,2540,Appartement,Antwerp,Region Flanders
22811,False,486000.0,2.0,107.0,True,False,False,True,12.0,True,0.0,False,excellentétat,8500,Appartement,Walloon Region,Region Walloonie
22812,False,188000.0,3.0,125.0,True,False,False,True,15.0,True,170.0,False,excellentétat,9500,Maison,East Flanders,Region Flanders
22813,True,620.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,excellentétat,8720,Appartement,Walloon Region,Region Walloonie
22814,False,295000.0,2.0,75.0,True,False,False,True,10.0,True,0.0,False,àrénover,8301,Appartement,Walloon Region,Region Walloonie
22815,True,820.0,2.0,160.50541498310923,True,False,False,True,17.0,False,0.0,False,àrafraîchir,9140,Appartement,East Flanders,Region Flanders
22816,False,250000.0,3.0,113.0,True,False,False,True,17.0,False,0.0,False,bon,8370,Maison,Walloon Region,Region Walloonie
22817,False,220000.0,1.0,56.0,True,False,False,True,12.0,False,0.0,False,excellentétat,9890,Appartementdeservice,East Flanders,Region Flanders
22818,False,190000.0,2.0,116.0,True,False,False,True,12.0,False,0.0,False,àrafraîchir,2180,Duplex,Antwerp,Region Flanders
22819,True,650.0,2.0,77.0,True,False,False,False,0.0,False,0.0,False,bon,6030,Appartement,Hainaut,Region Walloonie
22820,False,220000.0,1.0,56.0,True,False,False,True,12.0,False,0.0,False,excellentétat,9890,Appartementdeservice,East Flanders,Region Flanders
22821,True,1200.0,1.0,73.0,True,False,False,False,0.0,False,0.0,False,excellentétat,9000,Appartement,East Flanders,Region Flanders
22822,True,775.0,2.0,84.0,True,False,False,True,10.0,False,0.0,False,excellentétat,2880,Appartement,Antwerp,Region Flanders
22823,True,1400.0,4.0,160.50541498310923,True,True,True,True,24.0,True,600.0,False,excellentétat,4141,Maison,Liège,Region Walloonie
22824,False,238000.0,3.0,159.0,True,False,True,True,24.0,True,50.0,False,àrafraîchir,9170,Maison,East Flanders,Region Flanders
22825,False,389000.0,3.0,118.0,True,False,False,False,0.0,False,0.0,False,excellentétat,9880,Maison,East Flanders,Region Flanders
22826,False,425000.0,2.0,175.0,True,False,True,True,24.0,False,0.0,False,bon,2550,Maison,Antwerp,Region Flanders
22827,False,375000.0,2.0,169.0,True,False,False,False,0.0,False,0.0,False,bon,8380,Maison,Walloon Region,Region Walloonie
22828,True,815.0,2.0,100.0,True,False,False,True,17.0,False,0.0,False,excellentétat,2880,Rez-de-chaussée,Antwerp,Region Flanders
22829,False,220000.0,1.0,56.0,True,False,False,True,12.0,False,0.0,False,excellentétat,9890,Appartementdeservice,East Flanders,Region Flanders
22830,False,176000.0,2.0,45.0,True,False,False,True,10.0,True,0.0,False,excellentétat,8434,Maison,Walloon Region,Region Walloonie
22831,True,845.0,2.0,125.0,True,False,False,True,14.0,True,0.0,False,fraîchementrénové,9120,Appartement,East Flanders,Region Flanders
22832,True,720.0,3.0,74.0,True,False,False,False,0.0,False,0.0,False,bon,8200,Appartement,Walloon Region,Region Walloonie
22833,True,900.0,3.0,81.0,True,False,False,True,7.0,False,0.0,False,àrénover,7060,Appartement,Walloon Region,Region Walloonie
22834,False,229000.0,3.0,142.0,True,False,False,True,17.0,True,126.0,False,àrafraîchir,9185,Maison,East Flanders,Region Flanders
22835,False,375000.0,4.0,170.0,True,False,False,True,12.0,False,0.0,False,bon,8630,Maison,Walloon Region,Region Walloonie
22836,True,890.0,2.0,101.0,True,False,False,True,17.0,False,0.0,False,excellentétat,9800,Penthouse,East Flanders,Region Flanders
22837,False,220000.0,1.0,56.0,True,False,False,True,12.0,False,0.0,False,excellentétat,9890,Appartementdeservice,East Flanders,Region Flanders
22838,True,725.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,excellentétat,8400,Appartement,Walloon Region,Region Walloonie
22839,True,550.0,1.0,108.0,True,False,False,False,0.0,False,0.0,False,bon,4530,Appartement,Liège,Region Walloonie
22840,False,240000.0,3.0,160.50541498310923,True,False,False,False,0.0,True,50.0,False,àrénover,9190,Maison,East Flanders,Region Flanders
22841,False,305000.0,3.0,130.0,True,False,False,True,15.0,True,50.0,False,excellentétat,2580,Maison,Antwerp,Region Flanders
22842,False,259000.0,2.0,100.0,True,False,False,False,0.0,True,5.0,False,bon,8000,Maison,Walloon Region,Region Walloonie
22843,True,650.0,1.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,àrafraîchir,7140,Appartement,Walloon Region,Region Walloonie
22844,False,220000.0,1.0,56.0,True,False,False,True,12.0,False,0.0,False,excellentétat,9890,Appartementdeservice,East Flanders,Region Flanders
22845,False,379000.0,4.0,156.0,True,False,False,True,24.0,False,0.0,False,excellentétat,8370,Maison,Walloon Region,Region Walloonie
22846,True,895.0,3.0,94.0,True,False,False,True,10.0,False,0.0,False,bon,9800,Appartement,East Flanders,Region Flanders
22847,True,995.0,1.0,50.0,True,True,False,False,0.0,False,0.0,False,àrafraîchir,2000,Penthouse,Antwerp,Region Flanders
22848,False,225000.0,2.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,bon,8400,Appartement,Walloon Region,Region Walloonie
22849,False,267000.0,3.0,96.0,True,False,False,True,20.0,False,0.0,False,àrénover,9000,Maison,East Flanders,Region Flanders
22850,False,398000.0,3.0,127.0,True,False,False,False,0.0,True,0.0,False,bon,8211,Maison,Walloon Region,Region Walloonie
22851,False,330000.0,2.0,85.0,True,False,False,True,10.0,False,0.0,False,bon,8370,Appartement,Walloon Region,Region Walloonie
22852,True,675.0,2.0,81.0,True,False,False,False,0.0,False,0.0,False,bon,9230,Maison,East Flanders,Region Flanders
22853,False,415000.0,2.0,89.0,True,False,False,True,27.0,False,0.0,False,bon,9051,Appartement,East Flanders,Region Flanders
22854,False,278000.0,3.0,95.0,True,False,False,False,0.0,False,0.0,False,bon,9300,Maison,East Flanders,Region Flanders
22855,False,398000.0,3.0,127.0,True,False,False,False,0.0,True,0.0,False,bon,8480,Maison,Walloon Region,Region Walloonie
22856,False,430000.0,2.0,89.0,True,False,False,True,27.0,False,0.0,False,bon,9051,Appartement,East Flanders,Region Flanders
22857,True,1300.0,2.0,85.0,True,False,False,False,0.0,False,0.0,False,excellentétat,9000,Appartement,East Flanders,Region Flanders
22858,False,249900.0,2.0,135.0,True,False,False,True,17.0,True,50.0,False,bon,9220,Maison,East Flanders,Region Flanders
22859,True,950.0,2.0,100.0,True,True,False,True,10.0,False,0.0,False,excellentétat,2000,Appartement,Antwerp,Region Flanders
22860,True,560.0,1.0,65.0,True,False,False,False,0.0,False,0.0,False,bon,7330,Appartement,Walloon Region,Region Walloonie
22861,True,300.0,3.0,160.50541498310923,True,False,False,False,0.0,True,50.0,False,bon,8500,Logementétudiant,Walloon Region,Region Walloonie
22862,False,575000.0,3.0,174.0,True,False,False,True,24.0,True,50.0,False,bon,8000,Maison,Walloon Region,Region Walloonie
22863,True,860.0,2.0,110.0,True,False,False,False,0.0,False,0.0,False,bon,4130,Appartement,Liège,Region Walloonie
22864,False,289000.0,2.0,195.0,True,False,True,True,20.0,True,200.0,False,bon,9308,Maison,East Flanders,Region Flanders
22865,True,950.0,2.0,100.0,True,False,False,True,20.0,False,0.0,False,excellentétat,9070,Appartement,East Flanders,Region Flanders
22866,False,399000.0,3.0,120.0,True,False,False,True,15.0,False,0.0,False,excellentétat,8000,Maison,Walloon Region,Region Walloonie
22867,True,615.0,1.0,77.0,True,False,False,True,10.0,False,0.0,False,bon,9270,Bungalow,East Flanders,Region Flanders
22868,False,790000.0,3.0,145.0,True,False,False,True,64.0,False,0.0,False,excellentétat,9051,Appartement,East Flanders,Region Flanders
22869,True,920.0,3.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,7110,Maison,Walloon Region,Region Walloonie
22870,False,315000.0,4.0,200.0,True,False,True,True,40.0,True,120.0,False,excellentétat,9300,Maison,East Flanders,Region Flanders
22871,False,399000.0,5.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,bon,8340,Maison,Walloon Region,Region Walloonie
22872,True,850.0,3.0,168.0,True,False,False,False,0.0,False,0.0,False,excellentétat,8970,Maison,Walloon Region,Region Walloonie
22873,True,1250.0,3.0,175.0,True,False,False,True,24.0,False,0.0,False,excellentétat,9090,Appartement,East Flanders,Region Flanders
22874,False,309000.0,2.0,97.0,True,False,False,True,10.0,False,0.0,False,bon,2230,Appartement,Antwerp,Region Flanders
22875,False,399000.0,3.0,133.0,True,False,False,True,17.0,True,50.0,False,excellentétat,8300,Maison,Walloon Region,Region Walloonie
22876,False,398000.0,3.0,192.0,True,False,True,True,24.0,True,50.0,False,àrafraîchir,9270,Maison,East Flanders,Region Flanders
22877,True,880.0,2.0,118.0,False,False,False,True,8.0,False,0.0,False,excellentétat,2550,Appartement,Antwerp,Region Flanders
22878,True,710.0,1.0,137.0,True,False,False,True,83.0,True,472.0,False,àrafraîchir,4400,Appartement,Liège,Region Walloonie
22879,True,995.0,3.0,140.0,True,False,False,True,13.0,False,0.0,False,fraîchementrénové,9000,Maison,East Flanders,Region Flanders
22880,False,260000.0,3.0,160.0,True,False,False,True,24.0,False,0.0,False,excellentétat,8520,Maison,Walloon Region,Region Walloonie
22881,False,399000.0,4.0,163.0,True,False,False,False,0.0,True,50.0,False,excellentétat,8420,Maison,Walloon Region,Region Walloonie
22882,True,1090.0,3.0,160.50541498310923,True,False,False,True,20.0,True,50.0,False,bon,8730,Maison,Walloon Region,Region Walloonie
22883,True,800.0,2.0,75.0,True,False,False,False,0.0,False,0.0,False,excellentétat,7301,Appartement,Walloon Region,Region Walloonie
22884,False,327000.0,3.0,181.0,True,False,False,True,24.0,False,0.0,False,excellentétat,9500,Villa,East Flanders,Region Flanders
22885,True,840.0,2.0,90.0,True,False,False,True,12.0,False,0.0,False,excellentétat,2100,Appartement,Antwerp,Region Flanders
22886,False,299000.0,3.0,160.0,True,False,False,True,24.0,False,0.0,False,bon,8400,Maison,Walloon Region,Region Walloonie
22887,False,265000.0,3.0,176.0,True,False,False,False,0.0,True,150.0,False,àrafraîchir,9080,Maison,East Flanders,Region Flanders
22888,True,670.0,2.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,excellentétat,9170,Appartement,East Flanders,Region Flanders
22889,False,289728.0,2.0,160.50541498310923,True,False,False,False,0.0,True,50.0,False,excellentétat,2400,Duplex,Antwerp,Region Flanders
22890,False,315000.0,4.0,200.0,True,False,False,True,10.0,True,650.0,False,bon,9406,Maison,East Flanders,Region Flanders
22891,False,1050.0,5.0,160.50541498310923,True,False,False,True,24.0,True,50.0,False,excellentétat,8301,Villa,Walloon Region,Region Walloonie
22892,True,820.0,3.0,120.0,False,False,False,True,17.0,True,0.0,False,bon,7130,Maison,Walloon Region,Region Walloonie
22893,False,329000.0,3.0,184.0,True,False,False,True,24.0,False,0.0,False,excellentétat,9500,Villa,East Flanders,Region Flanders
22894,False,315000.0,3.0,155.0,True,False,False,True,24.0,False,0.0,False,àrénover,8501,Maison,Walloon Region,Region Walloonie
22895,False,419000.0,4.0,181.0,True,False,False,True,24.0,True,50.0,False,bon,8370,Maison,Walloon Region,Region Walloonie
22896,True,590.0,1.0,85.0,True,False,False,True,10.0,False,0.0,False,bon,4000,Duplex,Liège,Region Walloonie
22897,False,244000.0,3.0,122.0,True,False,False,False,0.0,True,0.0,False,excellentétat,8820,Appartement,Walloon Region,Region Walloonie
22898,True,1150.0,3.0,148.0,True,False,False,True,17.0,False,0.0,False,excellentétat,9961,Maison,East Flanders,Region Flanders
22899,False,329000.0,3.0,177.0,True,False,False,True,24.0,False,0.0,False,excellentétat,9500,Villa,East Flanders,Region Flanders
22900,False,339000.0,4.0,147.0,True,False,False,True,17.0,False,0.0,False,bon,8450,Maison,Walloon Region,Region Walloonie
22901,True,745.0,2.0,157.0,True,False,False,True,41.0,False,0.0,False,bon,8880,Appartement,Walloon Region,Region Walloonie
22902,True,785.0,5.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,bon,9340,Maison,East Flanders,Region Flanders
22903,False,282000.0,2.0,76.0,True,False,False,True,3.0,False,0.0,False,excellentétat,8370,Appartement,Walloon Region,Region Walloonie
22904,False,269000.0,2.0,109.0,True,False,False,False,0.0,True,130.0,False,bon,9140,Maison,East Flanders,Region Flanders
22905,False,329000.0,3.0,184.0,True,False,False,True,24.0,False,0.0,False,excellentétat,9500,Villa,East Flanders,Region Flanders
22906,True,950.0,2.0,103.0,True,False,False,True,17.0,True,1100.0,False,excellentétat,6210,Maison,Hainaut,Region Walloonie
22907,False,265000.0,3.0,145.0,True,False,False,True,17.0,False,0.0,False,bon,8570,Maison,Walloon Region,Region Walloonie
22908,True,850.0,2.0,118.0,True,False,False,True,16.0,True,100.0,False,bon,7000,Maison,Walloon Region,Region Walloonie
22909,False,265000.0,1.0,88.0,True,False,False,True,9.0,False,0.0,False,excellentétat,2560,Penthouse,Antwerp,Region Flanders
22910,False,179000.0,2.0,87.0,True,False,False,True,10.0,True,0.0,False,excellentétat,8800,Appartement,Walloon Region,Region Walloonie
22911,True,650.0,1.0,56.0,True,False,False,False,0.0,False,0.0,False,bon,8000,Appartement,Walloon Region,Region Walloonie
22912,False,330000.0,2.0,185.0,True,False,True,True,20.0,True,150.0,False,excellentétat,9320,Maison,East Flanders,Region Flanders
22913,False,448000.0,3.0,140.0,True,False,False,True,15.0,False,0.0,False,excellentétat,9000,Appartement,East Flanders,Region Flanders
22914,False,495000.0,3.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,bon,8301,Rez-de-chaussée,Walloon Region,Region Walloonie
22915,True,930.0,2.0,100.0,True,False,False,True,23.0,False,0.0,True,excellentétat,4802,Appartement,Liège,Region Walloonie
22916,True,810.0,2.0,81.0,True,False,False,True,9.0,False,0.0,False,bon,9120,Appartement,East Flanders,Region Flanders
22917,False,425000.0,3.0,168.0,True,False,False,False,0.0,False,0.0,False,bon,8420,Villa,Walloon Region,Region Walloonie
22918,True,650.0,1.0,57.0,True,False,False,True,10.0,False,0.0,False,excellentétat,7000,Appartement,Walloon Region,Region Walloonie
22919,False,275000.0,3.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,àrénover,9000,Immeublemixte,East Flanders,Region Flanders
22920,True,875.0,2.0,109.0,True,False,True,True,16.0,False,0.0,False,bon,4801,Maison,Liège,Region Walloonie
22921,False,135000.0,1.0,35.0,True,True,False,False,0.0,False,0.0,False,bon,8420,Appartement,Walloon Region,Region Walloonie
22922,True,850.0,1.0,75.0,True,False,False,True,6.0,False,0.0,False,fraîchementrénové,9120,Appartement,East Flanders,Region Flanders
22923,True,650.0,1.0,42.0,False,False,False,False,0.0,True,140.0,False,bon,6042,Maison,Hainaut,Region Walloonie
22924,True,730.0,3.0,135.0,True,False,False,False,0.0,True,18.0,False,bon,8510,Maison,Walloon Region,Region Walloonie
22925,True,595.0,2.0,70.0,True,False,False,True,10.0,False,0.0,False,àrafraîchir,9300,Appartement,East Flanders,Region Flanders
22926,True,640.0,2.0,70.0,True,False,False,False,0.0,False,0.0,False,bon,2500,Appartement,Antwerp,Region Flanders
22927,False,429000.0,2.0,199.0,True,False,False,False,0.0,True,433.0,False,bon,8900,Villa,Walloon Region,Region Walloonie
22928,False,379900.0,2.0,89.0,True,True,False,False,0.0,False,0.0,False,fraîchementrénové,8670,Appartement,Walloon Region,Region Walloonie
22929,True,825.0,2.0,99.0,True,False,False,True,7.0,False,0.0,False,fraîchementrénové,7334,Appartement,Walloon Region,Region Walloonie
22930,True,750.0,2.0,138.0,True,False,False,True,14.0,False,0.0,False,bon,8560,Maison,Walloon Region,Region Walloonie
22931,False,439000.0,2.0,92.0,True,True,False,False,0.0,False,0.0,False,excellentétat,8000,Maison,Walloon Region,Region Walloonie
22932,False,161000.0,3.0,85.0,True,False,False,False,0.0,True,9.0,False,bon,8501,Appartement,Walloon Region,Region Walloonie
22933,True,750.0,2.0,95.0,True,False,False,True,16.0,False,0.0,False,excellentétat,4130,Appartement,Liège,Region Walloonie
22934,True,740.0,1.0,51.0,True,True,False,False,0.0,False,0.0,False,bon,2000,Duplex,Antwerp,Region Flanders
22935,False,460000.0,3.0,189.0,True,False,False,False,0.0,False,0.0,False,excellentétat,9700,Maison,East Flanders,Region Flanders
22936,False,285000.0,3.0,80.0,True,False,False,True,10.0,True,0.0,False,excellentétat,8300,Maison,Walloon Region,Region Walloonie
22937,True,975.0,2.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,excellentétat,9080,Appartement,East Flanders,Region Flanders
22938,False,825000.0,4.0,160.50541498310923,False,False,False,True,24.0,True,50.0,False,àrénover,9900,Maison,East Flanders,Region Flanders
22939,False,529000.0,4.0,142.0,True,False,False,True,21.0,True,104.0,False,excellentétat,2800,Maison,Antwerp,Region Flanders
22940,False,289900.0,3.0,126.0,True,False,False,True,17.0,True,0.0,False,bon,9220,Maison,East Flanders,Region Flanders
22941,True,780.0,2.0,92.0,True,False,False,True,10.0,False,0.0,False,excellentétat,7020,Appartement,Walloon Region,Region Walloonie
22942,False,369000.0,3.0,120.0,True,False,False,True,17.0,True,0.0,False,fraîchementrénové,9190,Maison,East Flanders,Region Flanders
22943,True,995.0,3.0,135.0,False,False,False,False,0.0,False,0.0,False,excellentétat,9000,Maison,East Flanders,Region Flanders
22944,False,285000.0,3.0,176.0,True,False,False,True,64.0,True,272.0,False,excellentétat,9970,Maison,East Flanders,Region Flanders
22945,True,990.0,2.0,122.0,True,False,False,True,16.0,False,0.0,False,fraîchementrénové,9051,Appartement,East Flanders,Region Flanders
22946,True,1300.0,3.0,139.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,2300,Maison,Antwerp,Region Flanders
22947,False,399000.0,3.0,190.0,True,False,False,True,24.0,True,50.0,False,àrafraîchir,9120,Maison,East Flanders,Region Flanders
22948,False,330000.0,1.0,177.0,True,False,False,False,0.0,True,50.0,False,excellentétat,8610,Maison,Walloon Region,Region Walloonie
22949,False,439000.0,3.0,144.0,True,False,False,True,17.0,True,35.0,False,excellentétat,8400,Maison,Walloon Region,Region Walloonie
22950,False,420000.0,3.0,195.0,True,False,False,True,24.0,False,0.0,False,bon,9170,Maison,East Flanders,Region Flanders
22951,True,550.0,2.0,98.0,True,False,False,False,0.0,False,0.0,False,bon,4000,Appartement,Liège,Region Walloonie
22952,False,193000.0,2.0,87.0,True,False,False,False,0.0,False,0.0,False,àrafraîchir,8000,Appartement,Walloon Region,Region Walloonie
22953,False,275000.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,excellentétat,9041,Appartement,East Flanders,Region Flanders
22954,True,630.0,1.0,57.0,True,False,False,False,0.0,False,0.0,False,bon,7000,Appartement,Walloon Region,Region Walloonie
22955,True,990.0,2.0,111.0,True,False,False,True,23.0,True,37.0,False,excellentétat,2500,Appartement,Antwerp,Region Flanders
22956,False,259000.0,3.0,82.0,True,False,False,True,10.0,False,0.0,False,excellentétat,8420,Appartement,Walloon Region,Region Walloonie
22957,True,925.0,2.0,98.0,True,False,False,False,0.0,False,0.0,False,excellentétat,4000,Appartement,Liège,Region Walloonie
22958,False,219000.0,3.0,90.0,True,False,False,True,10.0,False,0.0,False,bon,2440,Appartement,Antwerp,Region Flanders
22959,False,315000.0,3.0,175.0,True,False,False,False,0.0,False,0.0,False,excellentétat,9600,Maison,East Flanders,Region Flanders
22960,True,730.0,2.0,87.0,True,False,False,False,0.0,False,0.0,False,excellentétat,8820,Appartement,Walloon Region,Region Walloonie
22961,False,299000.0,3.0,197.0,True,False,True,True,40.0,False,0.0,False,àrénover,2950,Maison,Antwerp,Region Flanders
22962,True,580.0,1.0,31.0,True,False,False,False,0.0,False,0.0,False,bon,2000,Appartement,Antwerp,Region Flanders
22963,True,650.0,2.0,124.0,True,False,False,False,0.0,False,0.0,False,bon,7500,Appartement,Walloon Region,Region Walloonie
22964,False,497750.0,4.0,185.0,True,False,False,True,24.0,True,50.0,False,excellentétat,8740,Villa,Walloon Region,Region Walloonie
22965,True,650.0,2.0,90.0,True,False,False,False,0.0,False,0.0,False,excellentétat,9520,Appartement,East Flanders,Region Flanders
22966,True,795.0,2.0,109.0,True,False,False,False,0.0,False,0.0,False,bon,9100,Maison,East Flanders,Region Flanders
22967,False,385000.0,4.0,190.0,True,False,False,True,24.0,True,50.0,False,àrafraîchir,8870,Villa,Walloon Region,Region Walloonie
22968,True,740.0,3.0,90.0,True,False,False,True,2.0,False,0.0,False,fraîchementrénové,4800,Appartement,Liège,Region Walloonie
22969,False,499000.0,3.0,186.0,True,False,False,False,0.0,True,500.0,False,bon,8370,Villa,Walloon Region,Region Walloonie
22970,True,575.0,1.0,30.0,True,False,False,False,0.0,False,0.0,False,bon,2060,Appartement,Antwerp,Region Flanders
22971,False,299000.0,2.0,154.0,True,False,False,True,24.0,False,0.0,False,àrafraîchir,9300,Maison,East Flanders,Region Flanders
22972,True,1300.0,2.0,150.0,True,False,False,False,0.0,True,145.0,False,fraîchementrénové,9050,Maison,East Flanders,Region Flanders
22973,True,550.0,1.0,56.0,True,False,False,False,0.0,False,0.0,False,bon,7000,Appartement,Walloon Region,Region Walloonie
22974,False,185000.0,2.0,85.0,True,False,False,True,10.0,False,0.0,False,àrafraîchir,2100,Appartement,Antwerp,Region Flanders
22975,True,940.0,3.0,112.0,True,False,False,True,17.0,False,0.0,False,excellentétat,2570,Appartement,Antwerp,Region Flanders
22976,True,895.0,4.0,130.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,9000,Maison,East Flanders,Region Flanders
22977,True,825.0,3.0,160.50541498310923,True,True,False,True,8.0,False,0.0,False,excellentétat,8500,Appartement,Walloon Region,Region Walloonie
22978,True,700.0,2.0,72.0,True,False,False,False,0.0,False,0.0,False,excellentétat,4041,Duplex,Liège,Region Walloonie
22979,False,229000.0,1.0,67.0,True,True,False,True,4.0,False,0.0,False,fraîchementrénové,2060,Duplex,Antwerp,Region Flanders
22980,False,275000.0,2.0,83.0,True,False,False,True,13.0,False,0.0,False,excellentétat,8400,Rez-de-chaussée,Walloon Region,Region Walloonie
22981,False,695000.0,2.0,160.50541498310923,False,False,False,True,42.0,False,0.0,False,excellentétat,9000,Penthouse,East Flanders,Region Flanders
22982,False,500070.0,3.0,144.0,True,False,False,False,0.0,True,50.0,False,àrénover,8670,Maison,Walloon Region,Region Walloonie
22983,True,725.0,1.0,75.0,True,False,False,False,0.0,False,0.0,False,excellentétat,7000,Appartement,Walloon Region,Region Walloonie
22984,True,650.0,2.0,160.50541498310923,True,False,False,True,3.0,False,0.0,False,bon,8400,Appartement,Walloon Region,Region Walloonie
22985,False,309000.0,2.0,104.0,True,True,False,True,10.0,False,0.0,False,fraîchementrénové,2060,Duplex,Antwerp,Region Flanders
22986,False,565000.0,3.0,186.0,True,True,False,True,24.0,True,50.0,False,bon,8820,Villa,Walloon Region,Region Walloonie
22987,False,510875.0,3.0,143.0,True,False,False,False,0.0,True,50.0,False,excellentétat,8670,Maison,Walloon Region,Region Walloonie
22988,True,845.0,2.0,160.50541498310923,True,False,False,False,0.0,True,50.0,False,bon,9000,Maison,East Flanders,Region Flanders
22989,False,324000.0,3.0,116.0,True,False,False,True,17.0,True,207.0,False,bon,9080,Maison,East Flanders,Region Flanders
